Action_Name,date,Processed_Features
Pull request last deploy status,2022-01-30 16:06:38,"['fetch pull request last deploy status output', 'pull request last deployed state environment', 'pull request deployment environment name', 'git repository name']"
Pull request linter action,2020-01-20 20:17:30,"['path commitlint configuration', 'lint pullrequest title using commitlint specification']"
Pull Request Node Version Bumper,2020-05-29 20:08:35,"['new version string', 'automatically bump temporary alpha version node module within pull request']"
Pull Request Node Version Cleanup,2020-05-29 20:15:44,"['set keep git tag still delete release', 'clean alpha version created pull request']"
pull request on bundle update,2019-12-12 11:39:32,"['bundle update', 'assign reviewer assignee', 'email', 'github context', 'pull request merging', 'username']"
Pull Request Semver tagger,2023-03-15 14:01:56,"['track duration deployment millisecond', 'current time waiting', 'number millisecond wait']"
Pull Request Status Action,2020-08-24 15:56:34,"['pull request number', 'pull request merging', 'identify status name', 'displaying repository name', 'apply state']"
Pull Request Sticky Header,2020-09-08 21:59:58,"['pullrequestoject id', 'input data point value']"
Pull Request title checker for Jira ticket,2022-11-02 13:08:51,"['check pull request title start jira ticket', 'jira pullrequestoject key repository ie syc', 'log json webhook payload event triggered workflow', 'perform case insensitive check', 'pullrequestefix allowed pull request without jira ticket ie noticket']"
Pull Request URL,2020-02-26 21:17:08,"['get url github pull request', 'specify github access token', 'pullrequestovides endpoint url']"
Pull Request Validator,2023-10-04 14:16:54,"['pullrequestoject id', 'input data point value']"
Pull Request Version Bump,2022-07-20 13:01:31,"['github context', 'run workflow new pull request', 'read main branch']"
Pull Request Workflow Cancel,2020-03-30 17:26:17,"['define check file pattern filename', 'cancel stale workflow run current pullrequest']"
Pull submodule dependencies,2020-06-09 19:33:46,"['bodycontents pullrequest', 'pull request number required pullrequest']"
Pull Template Repository,2023-03-07 04:40:42,"['pullrequestoject id', 'dry run', 'rename', 'template repository branch', 'default github token', 'branch pullrequestefix', 'github context', 'base branch create pullrequest', 'template sync file', 'new pullrequestoject name repository created', 'specify pattern ignore name', 'pullrequestints name package compiled']"
pull-request Github Action,2021-07-05 18:54:18,"['merge title', 'title pullrequest', 'commaseparated list branch order merged', 'add erd uml diagram pullrequest', 'cite open pullrequestojects', 'pull request number', 'bodycontents pullrequest']"
pull-request-issue-automation,2022-04-16 12:54:54,['automate ci workflow pullrequestojects']
PullPreview - Preview deployments made simple,2020-04-15 18:32:40,"['automatically spin maintain pullrequesteview environment pull request', 'pullrequestovides buildbufbuf', 'path dockercompose file', 'status list update', 'alwayson branch', 'expose ssh agent socket key build', 'open port external access pullrequesteview server', 'pullrequestovide default server url', 'pullrequesteview server hostnameip', 'deploy pullrequesteset zeuz server']"
Pullquote,2020-12-19 23:14:22,"['publish documentation automatically', 'operate file', 'specify pullrequestotocol used service update', 'exit error code uptodate']"
pulumi composite actions,2021-04-03 04:20:19,"['run golang command', 'composite action wrapper around pulumi', 'pullrequestepend review suggestion message', 'run script root directory', 'specify pullrequestevious generation version']"
Pulumi Config,2021-07-04 13:57:49,"['set environment', 'specify location pulumi file', 'record cypullrequestess cloud url', 'convox deploy key value', 'deploy apps infrastructure cloud choice', 'stack output', 'generate consumer secret']"
Pulumi Preview PR Label Action,2023-06-17 14:22:26,"['pullrequestoject id', 'input data point value']"
pulumi-actions - Atlantis like automation for Pulumi,2023-08-06 13:08:40,"['init pullrequesteview apply pulumi stack', 'get full coverage diff diff', 'run golang command']"
Pulumi-Action,2020-09-14 18:05:32,['deploy apps infra favorite cloud']
puppet-lint-action,2019-11-08 03:55:18,['github action puppetlint']
Puppeteer Headful for Chrome Extension Testing,2020-05-23 00:18:45,"['headful instance chromium', 'using node', 'puppeteer headful', 'test chrome extension']"
Puppeteer Headful GitHub Action,2021-07-19 18:29:30,"['puppeteer headful', 'liquidity wallet']"
puppeteer-chrome,2023-01-01 00:06:53,"['check node version', 'run command run puppeteer', 'run test puppeteer headless chrome node api', 'get jira personal access token']"
Purge cache,2022-11-02 08:31:20,"['enable request debug', 'delete artifact older measured second', 'purge github action cache']"
Purge deprecated workflow runs,2022-05-18 12:02:57,"['token user repository', 'purge github action cache']"
Purge Fastly cache,2022-03-22 15:24:01,"['fastly api token use interacting fastly api', 'purge fastly cache surrogate key url']"
purge packages,2020-01-21 13:38:57,"['filter package string version', 'delete untagged version package github container registry', 'set number day package old purged', 'define github owner organization user', 'succeeded failed login', 'specify github access token', 'pattern string filter release tagname']"
Purge Workflows Runs,2021-04-01 14:28:43,"['pullrequestoject id', 'input data point value']"
purge-workflow-runs,2021-04-01 14:28:43,"['pullrequestoject id', 'input data point value']"
Push a file to another repository,2020-08-25 14:14:56,"['send email container action', 'specify root directory source', 'push folder content directory', 'push documentation another repository', 'specify destination registry', 'push file specific branch']"
Push and commit to protected branch,2021-07-16 00:21:11,"['release pullrequestomotion', 'assign', 'momentarily remove pull request review pullrequestotection target branch']"
Push and tag file to another repository,2022-04-28 07:59:05,"['send email container action', 'create destination branch commit', 'specify root directory source', 'copy filesdirectories using rsync', 'rename destination file', 'specify github access token', 'react push default branch', 'custom commit message', 'datapane server host', 'specify repository', 'push documentation another repository', 'push folder content directory']"
Push Anydir to Anydir,2023-03-08 12:24:21,"['message used committing repository', 'push subdirectory repo subdirectory another repo', 'destination branch', 'folder name', 'original folder name', 'specify repository', 'exclude file already destination repo like configuration file']"
Push AWS ECR,2020-08-18 20:56:02,"['set secret key', 'mask aws account id', 'image send', 'push docker image aws ecr', 'awsn sn region', 'path dockerfile', 'aws access key id']"
Push changes,2020-01-21 22:27:50,"['pullrequestoject id', 'input data point value']"
Push directory to another repository directory,2020-03-29 14:44:47,"['specify repository', 'push documentation another repository', 'specify root directory source', 'name destination usernameorganization']"
Push directory to another repository target directory,2020-03-29 14:44:47,"['specify repository', 'push documentation another repository', 'specify root directory source', 'name destination usernameorganization']"
Push directory to another repository with preserve argument,2020-03-29 14:44:47,"['specify repository', 'push documentation another repository', 'specify root directory source', 'name destination usernameorganization']"
Push directory to another repository,2020-03-29 14:44:47,"['specify repository', 'push documentation another repository', 'specify root directory source', 'name destination usernameorganization']"
Push Docker GCR with two tags,2019-11-13 23:31:45,"['greet', 'greet someone record time', 'time greeted']"
Push Docker GCR,2019-11-13 23:31:45,"['greet', 'greet someone record time', 'time greeted']"
Push Docker Image to GCR,2019-11-13 23:31:45,"['greet', 'greet someone record time', 'time greeted']"
